 App TDT AFT TDI SI
0 bbc.mobile.news.uk 2.785 4.187 2035.4297215497534 1271.4400000000744
1 bbc.mobile.news.uk 5.654 5.862 4446.8258506478305 1503.8900000001895
2 bbc.mobile.news.uk 2.79 4.445 2176.9895135550823 1412.8300000002448
3 bbc.mobile.news.uk 2.872 4.162 2115.739109027932 1364.1700000001401
4 bbc.mobile.news.uk 3.1519999999999997 4.282 2366.636662045288 1347.260000000146
5 bbc.mobile.news.uk 2.77 4.115 2029.915364417892 1436.8400000002416
6 bbc.mobile.news.uk 2.983 4.4670000000000005 2213.58758750797 1388.2400000001667
7 bbc.mobile.news.uk 2.872 4.187 2100.1757550516227 1345.4600000001058
8 bbc.mobile.news.uk 2.676 3.885 2001.8124551394196 1291.3500000001404
9 bbc.mobile.news.uk 4.154 4.39 3316.2441823517906 1400.840000000193
10 com.abtnprojects.ambatana 3.0869999999999997 3.9539999999999997 2027.4370442013849 1342.8499999999058
11 com.abtnprojects.ambatana 2.8369999999999997 3.772 2087.645821042864 1436.1499999999078
12 com.abtnprojects.ambatana 3.303 4.1160000000000005 2319.3447208881666 1367.4199999999016
13 com.abtnprojects.ambatana 3.281 4.1160000000000005 2313.620516484412 1355.0399999998895
14 com.abtnprojects.ambatana 2.905 3.838 1992.9149518499512 1346.8099999998826
15 com.abtnprojects.ambatana 2.677 3.5060000000000002 1936.751254315013 1292.5999999999258
16 com.abtnprojects.ambatana 3.092 3.945 2194.575482269897 1301.1999999998325
17 com.abtnprojects.ambatana 3.138 3.9619999999999997 2295.6493530132266 1324.9499999999014
18 com.abtnprojects.ambatana 2.806 3.654 2063.898288037966 1261.6999999998475
19 com.abtnprojects.ambatana 5.3420000000000005 6.777 2892.0576016014365 1957.5600000001227
20 com.amazon.mShop.android.shopping 8.41 8.722999999999999 6646.5448364878475 2011.690000000108
21 com.amazon.mShop.android.shopping 8.783 7.039 7048.460348292686 1525.3700000000408
22 com.amazon.mShop.android.shopping 7.14 6.917999999999999 5476.209638181728 1698.6900000000378
23 com.amazon.mShop.android.shopping 9.286 7.035 7571.689223548925 1559.1500000000692
24 com.amazon.mShop.android.shopping 7.104 7.016 5518.629356330376 1586.0200000000514
25 com.amazon.mShop.android.shopping 7.757000000000001 7.517 5947.746418982677 1641.8400000000556
26 com.amazon.mShop.android.shopping 8.722999999999999 7.2 7004.713994620876 1663.010000000042
27 com.amazon.mShop.android.shopping 7.501 6.986000000000001 5736.080028857022 1501.1499999998966
28 com.amazon.mShop.android.shopping 8.288 7.397 6256.037383508292 1693.6400000000674
29 com.amazon.mShop.android.shopping 11.98 9.847000000000001 10203.731913120313 2651.789999999949
30 com.cnn.mobile.android.phone 5.101 6.0489999999999995 3666.7764071933116 2246.3100000003933
31 com.cnn.mobile.android.phone 5.812 6.5089999999999995 4325.769299189265 2839.6400000002727
32 com.cnn.mobile.android.phone 4.351 5.477 3242.8569331066283 2146.27000000034
33 com.cnn.mobile.android.phone 4.864 5.874 3564.7007333113893 2255.060000000077
34 com.cnn.mobile.android.phone 5.0680000000000005 6.081 3462.103127279835 2338.550000000378
35 com.cnn.mobile.android.phone 6.909 7.919 4973.709925074998 3384.06000000043
36 com.cnn.mobile.android.phone 4.872 5.892 3400.0337260219903 2160.7900000003747
37 com.cnn.mobile.android.phone 8.105 7.695 4546.301767052082 2500.010000000545
38 com.cnn.mobile.android.phone 6.5520000000000005 7.646 4183.839015468498 2591.890000000524
39 com.cnn.mobile.android.phone 5.49 6.7139999999999995 4613.778233831039 2939.760000000051
40 com.facebook.katana 7.502999999999999 4.4639999999999995 4772.087726250255 748.7899999998821
41 com.facebook.katana 6.36 4.787 4277.946261847465 750.2499999998479
42 com.facebook.katana 1.655 4.2139999999999995 1182.9366733079487 741.5399999998123
43 com.facebook.katana 1.729 4.6610000000000005 1245.2418288157069 924.5100000001288
44 com.facebook.katana 6.414 4.156000000000001 4740.501547892717 661.589999999904
45 com.facebook.katana 3.9419999999999997 4.5360000000000005 2539.849449102316 877.1700000000158
46 com.facebook.katana 15.329 5.071000000000001 1226.663738238 1018.4800000000847
47 com.facebook.katana 2.492 4.285 1699.2717194941022 818.1899999998807
48 com.facebook.katana 8.859 4.593 2345.175634435456 1200.650000000086
