Application Expid TCP TLS DNS Data 
bbc.mobile.news.uk 1 0.40084835631 0.0 0.0 0.59915164369
bbc.mobile.news.uk 2 0.233944954128 0.0 0.0 0.766055045872
bbc.mobile.news.uk 3 0.242788461538 0.0 0.0 0.757211538462
bbc.mobile.news.uk 4 0.363523573201 0.0 0.0 0.636476426799
bbc.mobile.news.uk 5 0.311594202899 0.0 0.0 0.688405797101
bbc.mobile.news.uk 6 0.394511149228 0.0 0.0 0.605488850772
bbc.mobile.news.uk 7 0.215300546448 0.0 0.0 0.784699453552
bbc.mobile.news.uk 8 0.335877862595 0.0 0.0 0.664122137405
bbc.mobile.news.uk 9 0.26726342711 0.0 0.0 0.73273657289
bbc.mobile.news.uk 10 0.215742251223 0.0 0.0 0.784257748777
com.abtnprojects.ambatana 1 0.0468435498628 0.182067703568 0.0423604757548 0.728728270814
com.abtnprojects.ambatana 2 0.0573643410853 0.240451021846 0.0652572233968 0.636927413672
com.abtnprojects.ambatana 3 0.0586809542033 0.288046944763 0.0590636560786 0.594208444955
com.abtnprojects.ambatana 4 0.0506346770819 0.296136141721 0.0645836239364 0.58864555726
com.abtnprojects.ambatana 5 0.0457509353287 0.198289684661 0.0494922501336 0.706467129877
com.abtnprojects.ambatana 6 0.0547631862217 0.286194833154 0.0622981700753 0.596743810549
com.abtnprojects.ambatana 7 0.0468631897203 0.217183169564 0.0583270345175 0.677626606198
com.abtnprojects.ambatana 8 0.0533585830456 0.196613568007 0.0515762504177 0.69845159853
com.abtnprojects.ambatana 9 0.0679666525364 0.260703688003 0.0654232019217 0.605906457539
com.abtnprojects.ambatana 10 0.0528943462421 0.334232897045 0.0624746997706 0.550398056942
com.amazon.mShop.android.shopping 1 0.0971891376846 0.239161505479 0.00371605526441 0.659933301572
com.amazon.mShop.android.shopping 2 0.0887542044805 0.258488290918 0.003712635654 0.649044868947
com.amazon.mShop.android.shopping 3 0.0552971214718 0.245356930503 0.00409219684516 0.69525375118
com.amazon.mShop.android.shopping 4 0.109238202492 0.239364987104 0.00425037236168 0.647146438043
com.amazon.mShop.android.shopping 5 0.0654870788572 0.204576445937 0.00389130940899 0.726045165796
com.amazon.mShop.android.shopping 6 0.0504238367228 0.204278386146 0.00425655764543 0.741041219486
com.amazon.mShop.android.shopping 7 0.0464710490706 0.216829285663 0.00416636991667 0.732533295349
com.amazon.mShop.android.shopping 8 0.0897027207354 0.225739491437 0.00433686707688 0.68022092075
com.amazon.mShop.android.shopping 9 0.0872900207103 0.214965099333 0.0044872286569 0.6932576513
com.amazon.mShop.android.shopping 10 0.0950162471127 0.237168695925 0.00458051129468 0.663234545668
com.cnn.mobile.android.phone 1 0.0461637891238 0.100729387868 0.0138491367371 0.839257686271
com.cnn.mobile.android.phone 2 0.108732876712 0.0535102739726 0.0321061643836 0.805650684932
com.cnn.mobile.android.phone 3 0.454320987654 0.0 0.37037037037 0.175308641975
com.cnn.mobile.android.phone 4 0.023653088042 0.0580376697328 0.0328515111695 0.885457731056
com.cnn.mobile.android.phone 5 0.0799614643545 0.0361271676301 0.02408477842 0.859826589595
com.cnn.mobile.android.phone 6 0.122983148082 0.0536034420939 0.02689135891 0.796522050914
com.cnn.mobile.android.phone 7 nan nan nan nan
com.cnn.mobile.android.phone 8 0.0264187866928 0.0473581213307 0.0293542074364 0.89686888454
com.cnn.mobile.android.phone 9 0.407035175879 0.0 0.376884422111 0.21608040201
com.cnn.mobile.android.phone 10 0.150769230769 0.0 0.461538461538 0.387692307692
com.google.android.apps.maps 1 0.0551187172371 0.191026827012 0.0 0.753854455751
com.google.android.apps.maps 2 0.077502027575 0.205287915653 0.0 0.717210056772
com.google.android.apps.maps 3 0.069557930023 0.243662266918 0.0 0.686779803059
com.google.android.apps.maps 4 0.115256124722 0.282201187825 0.0 0.602542687454
com.google.android.apps.maps 5 0.281060393914 0.221879958928 0.0 0.497059647158
com.google.android.apps.maps 6 0.1545920642 0.307400802497 0.0 0.538007133304
com.google.android.apps.maps 7 0.124030183867 0.329365501116 0.0 0.546604315018
com.google.android.apps.maps 8 0.116525840047 0.296030654353 0.0 0.5874435056
com.google.android.apps.maps 9 0.107231672138 0.257634536954 0.0 0.635133790908
com.google.android.apps.maps 10 0.0818891872102 0.197949719307 0.0 0.720161093483
com.google.android.youtube 1 0.0618774170866 0.162896988164 0.0714871674675 0.703738427282
com.google.android.youtube 2 0.0990536926558 0.257663032298 0.0627442912981 0.580538983748
com.google.android.youtube 3 0.0821040209053 0.150636432606 0.0514203827025 0.715839163787
com.google.android.youtube 4 0.0792205041305 0.162995128151 0.064604956577 0.693179411142
com.google.android.youtube 5 0.0771481517605 0.152930849507 0.059494782015 0.710426216717
com.google.android.youtube 6 0.0824040264482 0.151583933682 0.0601993486628 0.705812691207
com.google.android.youtube 7 0.095873243219 0.159788738698 0.0546056754095 0.689732342673
com.google.android.youtube 8 0.0431489116886 0.136254674465 0.0584907469556 0.76210566689
com.google.android.youtube 9 0.145881233648 0.173947514469 0.0483628002854 0.631808451598
com.google.android.youtube 10 0.10480189885 0.158480920212 0.0556874201205 0.681029760818
com.microsoft.office.outlook 1 0.0381831342743 0.243213897937 0.0260586319218 0.692544335867
com.microsoft.office.outlook 2 0.0484242890085 0.240584166026 0.0276710222905 0.683320522675
com.microsoft.office.outlook 3 0.056916426513 0.209894332373 0.0345821325648 0.698607108549
com.microsoft.office.outlook 4 0.070429697432 0.20035596237 0.0366132723112 0.692601067887
com.microsoft.office.outlook 5 0.0915597235933 0.206071076012 0.035538005923 0.666831194472
com.microsoft.office.outlook 6 0.111553784861 0.182318345665 0.0273192942516 0.678808575223
com.microsoft.office.outlook 7 0.257802588176 0.230398376047 0.0365389495052 0.475260086273
com.microsoft.office.outlook 8 0.0700028926815 0.238646225051 0.041654613827 0.649696268441
com.microsoft.office.outlook 9 0.0493920972644 0.279635258359 0.0364741641337 0.634498480243
com.microsoft.office.outlook 10 0.145923677363 0.186036426713 0.031222896791 0.636816999133
